stud_id	Fname	Lname	CSCI152		PHYS162		MATH162		SHSS150		KAZ_201
167257	Dariel	Spears	87.05249054	53.7192805	58.17661753	81.51322115	30.70758953
199377	Isabela	Reyes	91.29993038	88.9636316	41.60345714	27.92667585	90.55058824
166394	Eliko	Phammer	37.58185004	77.9489064	54.28527525	36.54518755	49.58754001
177502	Raelyn	Best	38.78497338	95.65395533	92.14794871	54.14893571	42.28839528
162236	Harlem	Sweeney	40.31839116	80.37136127	96.83911407	30.24041737	22.78067606
165350	Yara	Sando	51.15543361	82.77095115	31.76200277	58.99053273	40.56418757
159347	Brant	Knight	21.84744103	90.37779833	42.93894514	26.65644838	84.6257743
185954	Gracie	Rojas	49.63561238	87.47107896	98.05696768	51.99970395	61.36210972
178229	Colin	Goodwin	91.66634044	91.49727235	62.99822186	93.67670736	92.23930029
160555	Shiloh	Steph	51.23828696	93.82044874	41.9121764	90.07107764	56.37501142
